,area_type,availability,location,size,society,total_sqft,bath,balcony,price
11601,Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1192,2.0,3.0,75.0
11602,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,NCenega,1449,3.0,2.0,110.0
11603,Plot  Area,Ready To Move,Ardendale,3 Bedroom,Somus A,2500,3.0,1.0,250.0
11604,Built-up  Area,Ready To Move,Electronic City,3 BHK,BrnoxEq,1700,3.0,2.0,90.0
11605,Super built-up  Area,18-Aug,Hebbal,3 BHK,Mahosya,1920,3.0,2.0,150.0
11609,Super built-up  Area,19-Dec,Hoodi,2 BHK,Hahtsde,1447,3.0,2.0,76.0
11610,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1329,2.0,1.0,107.0
11611,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Esatea ,1314,2.0,2.0,70.44
11614,Super built-up  Area,19-Mar,Hosa Road,3 BHK,Sosisic,1513,3.0,1.0,103.0
11616,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,67.5
11618,Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Syonyph,1220,2.0,2.0,62.0
11621,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Bhensa ,1245,2.0,2.0,80.0
11622,Super built-up  Area,Ready To Move,Anantapuram,3 BHK,GKiewke,1495,2.0,1.0,63.0
11624,Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,996,2.0,2.0,36.5
11626,Built-up  Area,Ready To Move,Chikka Banaswadi,2 BHK,SuntsAp,1250,2.0,3.0,75.0
11627,Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,975,2.0,1.0,24.86
11628,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1261,2.0,1.0,80.0
11629,Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Raenti ,1080,2.0,2.0,46.0
11630,Super built-up  Area,Ready To Move,Akshayanagara East,2 BHK,HoDewy ,1230,2.0,1.0,50.0
11632,Super built-up  Area,18-May,Bommasandra,3 BHK,SSestth,1260,3.0,1.0,49.36
11633,Super built-up  Area,Ready To Move,HSR Layout,3 BHK,PuontFa,1590,2.0,2.0,135.0
11634,Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Suise S,1220,2.0,2.0,39.0
11635,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1320,2.0,1.0,38.12
11636,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Solia D,1750,3.0,2.0,105.0
11637,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Iseenst,1436,2.0,3.0,62.15
11640,Super built-up  Area,Ready To Move,Varthur,3 BHK,Caiseur,1560,3.0,2.0,90.0
11642,Super built-up  Area,Ready To Move,Belatur,2 BHK,Indanrt,1275,2.0,2.0,59.0
11644,Super built-up  Area,Ready To Move,Bellandur,3 BHK,BhreeBa,2400,3.0,2.0,115.0
11646,Plot  Area,18-May,Kaggalipura,4 Bedroom,AxvamTa,3150,5.0,1.0,212.0
11647,Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,CoinoCu,1960,3.0,2.0,165.0
11648,Super built-up  Area,Ready To Move,JP Nagar,4 BHK,Brnumnn,3200,5.0,3.0,309.0
11649,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,Vatra N,1195,2.0,2.0,100.0
11650,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Neite T,1140 - 1250,2.0,0.0,53.105
11653,Plot  Area,18-Apr,Sathya Sai Layout,4 Bedroom,Prowshi,4304,4.0,2.0,699.0
11655,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Supleon,2100,3.0,2.0,130.0
11657,Super built-up  Area,Ready To Move,Kudlu,2 BHK,Srrnasa,1027,2.0,1.0,44.0
11658,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Leuseut,1575,4.0,3.0,250.0
11659,Super built-up  Area,18-May,Bommasandra,3 BHK,SSestth,1365,3.0,1.0,52.82
11660,Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,650,1.0,1.0,18.0
11663,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,LencyRe,1075,2.0,1.0,57.0
11664,Super built-up  Area,Ready To Move,Banashankari,2 BHK,SuentAp,1100,2.0,1.0,63.0
11666,Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Daden G,1500,3.0,2.0,65.0
11669,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,67.5
11670,Super built-up  Area,18-Apr,Bhoganhalli,3 BHK,Rosha I,1718,3.0,2.0,90.2
11671,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,32.0
11678,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,Kelmsoy,1685,3.0,1.0,90.0
11679,Super built-up  Area,Ready To Move,Guddadahalli,2 BHK,KSidems,1180,2.0,2.0,65.0
11680,Built-up  Area,Ready To Move,Ejipura,2 BHK,BadorSp,1200,2.0,1.0,60.0
11682,Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,41.0
11683,Built-up  Area,Ready To Move,Chelekare,2 BHK,BhisePa,1000,2.0,1.0,45.0
11686,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,70.0
11687,Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1610,2.0,2.0,115.0
11688,Super built-up  Area,18-Jul,Varthur,2 BHK,Unris E,1760,2.0,1.0,85.0
11690,Built-up  Area,Ready To Move,Kashi Nagar,2 BHK,Adarkya,1190,2.0,2.0,42.0
11692,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2415,3.0,2.0,399.0
11693,Super built-up  Area,18-May,Gunjur,2 BHK,BMineis,1235,2.0,2.0,44.5
11694,Super built-up  Area,Ready To Move,Nanjappa Garden,2 BHK,TNnumla,1275,2.0,3.0,55.0
11696,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,76.0
11697,Super built-up  Area,20-Dec,Begur Road,1 BHK,Pruthg ,644,1.0,1.0,32.0
11699,Super built-up  Area,18-Apr,Neeladri Nagar,2 BHK,SKisyDa,1105,2.0,2.0,30.0
11704,Super built-up  Area,Ready To Move,Hormavu,2 BHK,ARaveSa,1206,2.0,1.0,55.0
11705,Super built-up  Area,Ready To Move,Choodasandra,3 BHK,MJiyayl,1560,3.0,2.0,78.0
11706,Super built-up  Area,Ready To Move,7th Phase JP Nagar,1 BHK,Brnia G,750,1.0,2.0,47.0
11707,Built-up  Area,Ready To Move,Billekahalli,2 BHK,Chuti S,1035,2.0,2.0,90.0
11709,Super built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,SJityaz,702,1.0,0.0,35.8
11714,Built-up  Area,Ready To Move,Allalasandra,2 BHK,Jaensa ,560,2.0,1.0,22.0
11715,Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,SLhidOr,1426,2.0,2.0,61.5
11716,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Sortz Q,1885,3.0,2.0,135.0
11717,Super built-up  Area,18-Mar,Old Madras Road,2 BHK,SheldGr,935,2.0,0.0,37.77
11718,Super built-up  Area,18-Apr,Old Madras Road,2 BHK,Saesttt,1171,2.0,2.0,73.0
11720,Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3.0,2.0,95.0
11721,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,2.0,2.0,66.85
11722,Super built-up  Area,Ready To Move,Whitefield,3 BHK,SMuilan,1452,2.0,2.0,46.29
11723,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Mileeou,1445,2.0,1.0,89.56
11724,Super built-up  Area,Ready To Move,Gollahalli,2 BHK,Meines ,1170,2.0,1.0,39.0
11726,Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1100,3.0,2.0,53.0
11728,Built-up  Area,Ready To Move,Rachenahalli,3 BHK,NRniad ,2600,3.0,2.0,160.0
11729,Super built-up  Area,Ready To Move,Shikaripalya,3 BHK,ALtonea,1532,3.0,2.0,59.75
11731,Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1473,2.0,1.0,85.0
11732,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1350,3.0,2.0,80.99
11733,Super built-up  Area,Ready To Move,Prithvi Layout,4 BHK,Prigh L,4040,4.0,0.0,500.0
11734,Super built-up  Area,18-Jan,CV Raman Nagar,3 BHK,Pu270a ,1980,4.0,2.0,166.0
11735,Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1660,3.0,2.0,128.0
11738,Plot  Area,Ready To Move,Neeladri Nagar,5 Bedroom,Coleyli,4000,5.0,2.0,425.0
11739,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2475,4.0,3.0,340.0
11741,Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,Esncyth,1080,2.0,1.0,48.0
11742,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Elodsre,1521,2.0,2.0,57.5
11743,Built-up  Area,Ready To Move,Aishwarya Crystal Layout,2 BHK,GRvasth,1053,2.0,0.0,51.0
11744,Super built-up  Area,18-Mar,Binny Pete,3 BHK,Shestlo,2406,5.0,2.0,289.0
11747,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MenueNo,1430,2.0,2.0,51.48
11748,Built-up  Area,Ready To Move,Begur,3 BHK,SrSaira,2400,3.0,2.0,12.0
11752,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,SBiewid,1000,2.0,2.0,39.5
11753,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Guranya,1630,3.0,3.0,68.0
11754,Super built-up  Area,Ready To Move,Kammasandra,2 BHK,Pre 1ri,985,2.0,1.0,40.5
11755,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Chaldi ,1200,2.0,2.0,70.0
11757,Super built-up  Area,Ready To Move,Mico Layout,3 BHK,Amsomun,1670,3.0,2.0,59.0
11759,Plot  Area,16-Jan,Sarjapur  Road,4 Bedroom,Saacesa,1240,4.0,0.0,110.0
11760,Built-up  Area,Ready To Move,Maheswari Nagar,2 BHK,AsensGa,1000,2.0,2.0,60.0
11764,Super built-up  Area,19-Aug,Begur Road,4 BHK,Pruthg ,2400 - 2600,6.0,0.0,122.5
11765,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1140,2.0,2.0,43.0
11766,Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,Deens G,1635,3.0,3.0,85.0
11769,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,Saitya ,1760,3.0,2.0,185.0
11770,Super built-up  Area,Ready To Move,Harlur,3 BHK,SrEndPo,2137,3.0,2.0,110.0
11771,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Koagati,973,2.0,1.0,50.74
11772,Super built-up  Area,18-Jun,Kundalahalli,3 BHK,Dieldli,1724,3.0,1.0,146.0
11776,Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,49.0
11778,Super built-up  Area,Ready To Move,Ramagondanahalli,4 BHK,DNeremo,2787,5.0,2.0,220.0
11779,Built-up  Area,Ready To Move,Devasthanagalu,3 BHK,Grmes L,1470,2.0,3.0,60.0
11780,Super built-up  Area,20-Apr,Electronics City Phase 1,2 BHK,DSrry S,891,2.0,1.0,24.95
11782,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1787,3.0,2.0,120.0
11784,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1320,2.0,2.0,110.0
11785,Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,Aroomba,1692,3.0,3.0,108.0
11786,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1400,3.0,2.0,69.0
11788,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sparam ,1370,2.0,2.0,56.0
11789,Super built-up  Area,18-Feb,Thirumenahalli,3 BHK,MNtha A,1602,3.0,2.0,56.0
11791,Super built-up  Area,Ready To Move,GM Palaya,1 BHK,Srg Bnc,675,1.0,1.0,35.0
11792,Built-up  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,Theanmp,3250,4.0,2.0,136.0
11793,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Prarat ,1050,2.0,3.0,43.0
11794,Built-up  Area,Ready To Move,Jalahalli East,2 BHK,Srigmsw,1035,2.0,1.0,42.5
11795,Super built-up  Area,17-Feb,Sarjapur  Road,3 BHK,MJinele,1200,2.0,2.0,44.0
11796,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Saitya ,1800,3.0,2.0,128.0
11797,Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Prodsm ,1625,3.0,2.0,70.0
11798,Super built-up  Area,20-Dec,Electronics City Phase 1,2 BHK,DSsicky,1032,2.0,1.0,31.99
11799,Super built-up  Area,18-Apr,Whitefield,3 BHK,Asarqz ,1496,2.0,1.0,71.81
11802,Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1125,2.0,1.0,32.63
11803,Super built-up  Area,Ready To Move,Chikka Banaswadi,3 BHK,MSadeed,1555,3.0,3.0,73.0
11804,Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,Srncy R,1025,2.0,1.0,42.0
11805,Super built-up  Area,19-Mar,Hennur Road,3 BHK,Puachal,1482,2.0,1.0,83.73
11807,Super built-up  Area,Ready To Move,Arekere,2 BHK,Prdowth,900,2.0,1.0,44.5
11808,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Rarthne,1355,2.0,3.0,75.0
11811,Super built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,AritaFe,1563,3.0,2.0,63.0
11817,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Prionad,1360,2.0,1.0,101.0
11818,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Golmsn ,1835,3.0,3.0,88.0
11819,Built-up  Area,Ready To Move,Rachenahalli,3 BHK,NRodsen,1756,3.0,2.0,110.0
11820,Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1296,2.0,2.0,51.83
11821,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1300,2.0,1.0,75.0
11822,Super built-up  Area,Ready To Move,Anandapura,2 BHK,ViensRK,1141,2.0,1.0,50.0
11824,Built-up  Area,Ready To Move,Electronic City,2 BHK,DSgmax ,1210,2.0,1.0,55.0
11825,Super built-up  Area,Ready To Move,Hormavu,2 BHK,Savar S,1310,2.0,2.0,67.0
11827,Super built-up  Area,18-Aug,Magadi Road,3 BHK,Vrenty ,1052 - 1322,2.0,0.0,55.195
11828,Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745,3.0,2.0,140.0
11832,Super built-up  Area,18-Apr,Electronic City Phase II,2 BHK,Sryalan,1140,2.0,1.0,34.0
11833,Super built-up  Area,Ready To Move,Varthur,2 BHK,Vaensia,1210,2.0,2.0,54.0
11835,Super built-up  Area,Ready To Move,Sarjapur,1 BHK,DSousyl,633,1.0,1.0,17.09
11836,Built-up  Area,Ready To Move,Amruthahalli,1 BHK,Prowsi ,485,1.0,1.0,19.5
11837,Super built-up  Area,Ready To Move,Varthur,2 BHK,DSingSt,1112,2.0,2.0,40.0
11839,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2275,4.0,2.0,187.0
11840,Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,3 BHK,BrlonAv,1419,3.0,2.0,85.0
11843,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,2.0,91.0
11844,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1884,4.0,2.0,117.0
11846,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,905,2.0,1.0,58.0
11847,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Brwernn,1500,2.0,1.0,108.0
11852,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Maity W,1305,2.0,1.0,77.0
11853,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Asity S,1125,2.0,1.0,65.0
11854,Super built-up  Area,Ready To Move,BSM Extension,2 BHK,Raave E,865,2.0,2.0,33.0
11855,Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1245,3.0,3.0,66.0
11857,Super built-up  Area,Ready To Move,Udayagiri,3 BHK,Ozquaba,1145,2.0,2.0,60.0
11858,Built-up  Area,Ready To Move,AECS Layout,3 BHK,Concyvi,2000,3.0,1.0,90.0
11859,Super built-up  Area,19-Mar,Hosa Road,1 BHK,Skume R,625,1.0,1.0,43.68
11860,Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1724,3.0,2.0,128.0
11862,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Shthi S,1270,2.0,1.0,54.0
11864,Super built-up  Area,20-Dec,Jakkur,3 BHK,ArndsSk,1485,3.0,2.0,72.0
11870,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1950,4.0,2.0,120.0
11871,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1756,3.0,2.0,125.0
11873,Super built-up  Area,19-Sep,Chandapura,1 BHK,SuVue S,520,1.0,1.0,14.04
11874,Built-up  Area,Ready To Move,Doddakannelli,2 BHK,Jyavet ,1025,2.0,1.0,48.0
11877,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Adeatlm,3335,4.0,3.0,300.0
11879,Super built-up  Area,18-Apr,Begur,3 BHK,Arera V,1411,2.0,2.0,60.0
11880,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,SPthara,1320,2.0,1.0,39.6
11881,Built-up  Area,Ready To Move,Bannerghatta,2 BHK,Srentea,1320,2.0,0.0,50.0
11883,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Prillot,1804,3.0,2.0,155.0
11884,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1140,2.0,2.0,46.0
11886,Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2375,4.0,2.0,189.0
11890,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,965,2.0,1.0,54.0
11891,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1684,3.0,1.0,120.0
11892,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,MItatHa,1672,3.0,2.0,86.0
11893,Super built-up  Area,Ready To Move,Panathur,2 BHK,Saite G,1075,2.0,2.0,60.0
11894,Plot  Area,Ready To Move,Sarjapur,3 Bedroom,PulokPu,1500,5.0,2.0,95.0
11896,Super built-up  Area,18-Dec,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,99.26
11898,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1169,2.0,2.0,64.08
11899,Super built-up  Area,18-Jul,Devanahalli,3 BHK,Cerdsga,1290,2.0,1.0,62.0
11902,Super built-up  Area,Ready To Move,Mysore Road,3 BHK,Brama P,1500,3.0,2.0,70.0
11905,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1310,2.0,1.0,37.84
11907,Super built-up  Area,Ready To Move,Bhoopsandra,3 BHK,E onsg ,2150,3.0,0.0,170.0
11914,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1025,2.0,2.0,45.5
11916,Built-up  Area,17-Jun,Electronic City,2 BHK,GMown E,1070,2.0,1.0,60.0
11917,Super built-up  Area,Ready To Move,Begur,2 BHK,Prorath,815,2.0,1.0,40.0
11918,Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,SoestSu,2000,3.0,3.0,105.0
11921,Super built-up  Area,Ready To Move,ITPL,4 BHK,Toodyit,5666 - 5669,5.0,0.0,300.0
11924,Plot  Area,Ready To Move,Hegde Nagar,4 Bedroom,Sotosty,3500,5.0,2.0,450.0
11930,Super built-up  Area,Ready To Move,KR Puram,2 BHK,LVniaar,1205,2.0,1.0,45.79
11931,Super built-up  Area,Ready To Move,Jakkur Plantation,2 BHK,Reicace,1368,2.0,3.0,87.0
11936,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Juclend,1408,2.0,2.0,58.0
11938,Built-up  Area,Ready To Move,Reliaable Tranquil Layout,3 BHK,Sariana,1507,3.0,1.0,80.0
11941,Built-up  Area,Ready To Move,Poorna Pragna Layout,2 BHK,Pathira,960,2.0,3.0,50.0
11942,Super built-up  Area,Ready To Move,NGR Layout,2 BHK,BSian M,1021,2.0,2.0,46.0
11943,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoisoCa,2162.03,4.0,2.0,129.0
11944,Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1065,2.0,1.0,36.0
11945,Super built-up  Area,Ready To Move,Attibele,1 BHK,Jae 2hu,400,1.0,1.0,10.25
11946,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1465,2.0,1.0,75.0
11947,Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,41.0
11948,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Vaoodar,1800,3.0,2.0,95.0
11949,Super built-up  Area,Ready To Move,Amblipura,2 BHK,IDldsin,1175,2.0,2.0,83.0
11952,Super built-up  Area,Ready To Move,Sanjay nagar,2 BHK,BSiumly,1050,2.0,0.0,59.0
11953,Built-up  Area,18-Aug,Electronic City Phase II,3 BHK,Sryalan,1400,2.0,2.0,40.43
11954,Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,Goyalir,1650,3.0,1.0,150.0
11955,Super built-up  Area,Ready To Move,KR Puram,3 BHK,Srystme,1827,3.0,2.0,97.0
11956,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1930,4.0,2.0,122.0
11957,Super built-up  Area,18-Feb,Mysore Road,2 BHK,PrawnRa,883,2.0,1.0,37.0
11961,Super built-up  Area,Ready To Move,Kanakapura,3 BHK,SPavenc,1290,2.0,3.0,38.69
11966,Plot  Area,Ready To Move,Doddaballapur,4 Bedroom,Vahid O,2400,3.0,0.0,200.0
11967,Super built-up  Area,18-Apr,Munnekollal,3 BHK,Sadhii ,1200,2.0,1.0,57.9
11968,Built-up  Area,Ready To Move,JP Nagar,3 BHK,RaosePr,1520,3.0,2.0,125.0
11969,Super built-up  Area,18-Nov,Thanisandra,1 BHK,Bhe 2ko,620 - 934,1.0,0.0,38.46
11970,Super built-up  Area,Ready To Move,EPIP Zone,3 BHK,BrontLa,2710,3.0,2.0,177.0
11971,Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1150,2.0,2.0,57.0
11973,Super built-up  Area,Ready To Move,Mahalakshmi Layout,3 BHK,RSntsja,1200,2.0,3.0,110.0
11974,Super built-up  Area,21-Dec,Hebbal,2 BHK,Oztarol,1252,2.0,1.0,92.0
11975,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Vaoodar,1650,3.0,2.0,85.0
11976,Built-up  Area,Ready To Move,Marathahalli,2 BHK,Aantspa,1270,2.0,2.0,80.0
11977,Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,Sahtsva,992,2.0,1.0,70.0
11980,Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,41.49
11982,Super built-up  Area,Ready To Move,Electronic City,2 BHK,MAnceun,1190,2.0,1.0,42.0
11984,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Ascid P,1814,3.0,3.0,63.0
11985,Built-up  Area,Ready To Move,Rahmath Nagar,3 BHK,Malah A,1400,3.0,2.0,98.0
11987,Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,Vauna F,1344,2.0,0.0,56.0
11988,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Prrry M,5400,5.0,3.0,475.0
11989,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1843,3.0,2.0,95.0
11990,Super built-up  Area,18-Feb,Chikkadunnasandra,2 BHK,SoasaSa,1138,2.0,1.0,32.0
11991,Built-up  Area,Ready To Move,Nagappa Reddy Layout,3 BHK,Ablmsol,1495,2.0,2.0,70.0
11992,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,880,2.0,1.0,19.0
11993,Super built-up  Area,18-Apr,Whitefield,3 BHK,Alsta F,1396,3.0,1.0,74.0
11994,Built-up  Area,Ready To Move,Garudachar Palya,3 BHK,BrlisMe,1610,2.0,3.0,119.0
11996,Built-up  Area,14-Jul,Kumbena Agrahara,3 BHK,Shont F,1410,2.0,2.0,43.71
11999,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Rarthne,1104,2.0,2.0,58.0
12000,Super built-up  Area,19-Mar,Hennur Road,2 BHK,Orens G,1165,2.0,1.0,67.0
12002,Super built-up  Area,Ready To Move,Hormavu,2 BHK,Savar S,1310,2.0,3.0,60.0
12006,Super built-up  Area,18-May,Jayanagar,3 BHK,PrianM ,2240,3.0,2.0,300.0
12007,Super built-up  Area,Ready To Move,Electronic City,2 BHK,DSgmax ,1150,2.0,1.0,38.08
12008,Super built-up  Area,19-Dec,Thanisandra,3 BHK,DSity S,2019,3.0,1.0,70.67
12009,Super built-up  Area,Ready To Move,Varthur,2 BHK,Hirio L,986,2.0,1.0,31.0
12013,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3 BHK,Mauner ,1318,3.0,2.0,56.0
12014,Built-up  Area,Ready To Move,Yelahanka,3 BHK,DSeak S,1325,2.0,2.0,58.0
12015,Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,N iewak,800,2.0,1.0,33.0
12018,Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,ShshaSa,1010,2.0,1.0,52.0
12019,Super built-up  Area,Ready To Move,Banashankari,2 BHK,Goeesem,1260,2.0,3.0,75.0
12021,Plot  Area,Ready To Move,Halanayakanahalli,3 Bedroom,Asncy P,1520,3.0,1.0,165.0
12024,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,75.0
12027,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1241,2.0,1.0,68.0
12028,Super built-up  Area,Ready To Move,Maithri Layout,3 BHK,ItAnuna,1567,2.0,3.0,62.0
12029,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Salisal,1747,3.0,1.0,110.0
12030,Super built-up  Area,18-Jun,Ramagondanahalli,3 BHK,ViistLa,1475,2.0,2.0,55.0
12033,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Koagati,980,2.0,1.0,51.0
12034,Super built-up  Area,18-Apr,Dasanapura,2 BHK,Tavenew,966,2.0,1.0,58.0
12035,Super built-up  Area,Ready To Move,Ferrar Nagar,4 BHK,Leton A,2360,3.0,2.0,185.0
12036,Super built-up  Area,19-Mar,Sarjapur  Road,2 BHK,AsastDe,1112,2.0,1.0,62.0
12037,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,550,1.0,1.0,16.0
12038,Built-up  Area,Ready To Move,Surabhi Layout,3 BHK,VDdonel,1760,3.0,3.0,90.0
12039,Super built-up  Area,Ready To Move,Hennur,3 BHK,Bront A,1830,2.0,3.0,113.0
12040,Super built-up  Area,19-Mar,Yelahanka,2 BHK,Masser ,1175,2.0,1.0,67.77
